ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film10003],Theatre of Blood,28498,/jh2AYlIAeWyqgTPSqBeO8DleR3J.jpg,1973-03-16,104,"Comedy,Drama,Horror",en,"Vincent Price,Diana Rigg,Ian Hendry,Harry Andrews,Coral Browne",Douglas Hickox,"Stanley Mann,John Kohn",,,Malcolm Cooke,Wolfgang Suschitzky,Michael J. Lewis,,Michael Seymour,Michael Baldwin,George Blackler
[Film10064],Images,29449,/aTezEYoe3hKPGva8yY4M7b24F3D.jpg,1972-12-18,101,"Drama,Mystery,Horror",en,"Susannah York,René Auberjonois,Marcel Bozzuffi,Hugh Millais,Cathryn Harrison",Robert Altman,Tommy Thompson,,Stomu Yamashta,Graeme Clifford,Vilmos Zsigmond,John Williams,,Leon Ericksen,,Toni Delaney
[Film10116],Sacco & Vanzetti,48211,/lnaDudmzjNUF3EJHlkExFVwaFf.jpg,1971-03-16,120,"Drama,History",it,"Gian Maria Volonté,Riccardo Cucciolla,Cyril Cusack,Rosanna Fratello,Geoffrey Keen",Giuliano Montaldo,"Arrigo Colombo,Giorgio Papi",,,Nino Baragli,Silvano Ippoliti,,,Aurelio Crugnola,,
[Film10117],Night Train Murders,,,,,,,,,,,,,,,,,,
[Film101405],Ofrenda,343008,/ckEMdCKXdfG9j4KB4jabraOqgmh.jpg,1978-06-02,4,,es,,Claudio Caldini,,,,,,,,,,
[Film10246],The Clockmaker of St. Paul,8425,/dmswSI4RZ27MmYQFr5SMddxGdKf.jpg,1974-01-16,105,"Thriller,Drama,Crime",fr,"Philippe Noiret,Jean Rochefort,Jacques Denis,Yves Afonso,Julien Bertheau",Bertrand Tavernier,Raymond Danon,"Bertrand Tavernier,Pierre Bost,Jean Aurenche",,Armand Psenny,Pierre-William Glenn,Philippe Sarde,,Jean Mandaroux,,
[Film1026],Super Fly,,,,,,,,,,,,,,,,,,
[Film10284],Spasmo,94069,/ci9BT6Bgqop21fL0mYLlHbgar8U.jpg,1974-02-16,94,"Thriller,Mystery",it,"Robert Hoffmann,Suzy Kendall,Ivan Rassimov,Adolfo Lastretti,Franco Silva",Umberto Lenzi,Ugo Tucci,,,Eugenio Alabiso,,Ennio Morricone,,Giacomo Caló Carducci,Silvio Laurenzi,Pierantonio Mecacci
[Film102],Valerie and Her Week of Wonders,46315,/x9fZJORCZS0DshbxLSdnzyvU94V.jpg,1970-10-16,73,"Fantasy,Adventure,Drama",cs,"Jaroslava Schallerová,Helena Anýžová,Petr Kopřiva,Jiří Prýmek,Jan Klusák",Jaromil Jireš,,,,Josef Valušiak,Jan Čuřík,Luboš Fišer,Ester Krumbachová,Jan Oliva,,
[Film10316],The Nada Gang,4790,/wxxNqUgtpQPCFS8Bkg50olhsBFA.jpg,1974-02-06,132,Thriller,fr,"Fabio Testi,Michel Duchaussoy,Maurice Garrel,Michel Aumont,Lou Castel",Claude Chabrol,André Génovès,,Guy Chichignoud,Jacques Gaillard,Jean Rabier,Pierre Jansen,Guy Maugin,Guy Littaye,,
[Film10319],Coup d'etat,,,,,,,,,,,,,,,,,,
[Film1033],Nosferatu: A Symphony of Horror,,,,,,,,,,,,,,,,,,
[Film10362],Pretty Baby,26973,/fn3bbYQAt81sWXbhvCZCdoa4ggi.jpg,1978-04-05,110,Drama,en,"Brooke Shields,Keith Carradine,Susan Sarandon,Frances Faye,Antonio Fargas",Louis Malle,Louis Malle,,,Suzanne Fenn,Sven Nykvist,,,Trevor Williams,,"Dave Grayson,Charlene Roberson"
[Film1039],Love and Death,11686,/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg,1975-06-10,85,"History,Comedy",en,"Woody Allen,Diane Keaton,Harold Gould,Olga Georges-Picot,Zvee Scooler",Woody Allen,"Charles H. Joffe,Jack Rollins",Woody Allen,,"Ralph Rosenblum,George B. Hively,Ron Kalish",Ghislain Cloquet,,Willy Holt,,,"Anatole Paris,Marie-Madeleine Paris"
[Film10467],The Act of Seeing With One's Own Eyes,126132,/ynhYBFoBkt89zrEXLGS2Exvq4vX.jpg,1972-02-19,32,Documentary,en,,Stan Brakhage,,,,Stan Brakhage,Stan Brakhage,,,,,
[Film10493],Meatballs,14035,/nSrpDkNpZLAB1jLWkeGMxXh09jU.jpg,1979-06-28,92,Comedy,en,"Bill Murray,Harvey Atkin,Russ Banham,Kristine DeBell,Todd Hoffman",Ivan Reitman,Daniel Goldberg,"Harold Ramis,Len Blum,Daniel Goldberg,Janis Allen",,Debra Karen,Donald Wilder,Elmer Bernstein,David Orin Charles,,Judith R. Gellman,Carol Davidson
[Film10543],Watermelon Man,,,,,,,,,,,,,,,,,,
[Film10546],Your Vice Is a Locked Room and Only I Have the Key,69872,/dqPTB9z7sgnn2BRSTeWmn8muLpO.jpg,1972-08-04,97,"Horror,Mystery,Thriller",it,"Edwige Fenech,Anita Strindberg,Luigi Pistilli,Ivan Rassimov,Angela La Vorgna",Sergio Martino,Luciano Martino,,Roberto Moreal,Attilio Vincioni,Giancarlo Ferrando,Bruno Nicolai,,Giorgio Bertolini,Oscar Capponi,Giulio Natalucci
[Film105810],Building Sites Bite,211822,/1O8me8QY7g8eVXAgbxLfhMTUZMH.jpg,1978-01-01,28,Drama,en,"Nigel Rhodes,David McKail,Jo Kendall",David Hughes,,,,David Woodward,,,Bryce Walmsley,,,
[Film10585],Don't Play Us Cheap,90106,/qWHGHu6TZvoXq8UMGbKKqZSFGKK.jpg,1973-01-01,95,"Romance,Comedy,Music",en,"Esther Rolle,Avon Long,Mabel King,Rhetta Hughes,Frank Carey",Melvin Van Peebles,,,,Melvin Van Peebles,Robert Maxwell,,,,"Bernard Johnson,Bernard Johnson",
[Film10650],The Toolbox Murders,27495,/d9ghDjhGW5zQ0MYFFWG8ioH70uE.jpg,1978-03-15,93,Horror,en,"Cameron Mitchell,Pamelyn Ferdin,Wesley Eure,Aneta Corsaut,Nicolas Beauvy",Dennis Donnelly,Tony DiDio,,,Nunzio Darpino,Gary Graver,,,D.J. Bruno,,Edward Ternes
[Film10697],A Lizard in a Woman's Skin,63025,/nxDBBrdybGVJojFXvZysKteY05k.jpg,1971-02-18,104,"Mystery,Thriller,Horror",it,"Florinda Bolkan,Stanley Baker,Jean Sorel,Silvia Monti,Alberto de Mendoza",Lucio Fulci,Edmondo Amati,,,"Giorgio Serrallonga,Vincenzo Tomassi",Luigi Kuveiller,Ennio Morricone,"Román Calatayud,Maurizio Chiari",Nedo Azzini,Maurizio Chiari,
[Film106994],The Shiranui Sea,129375,/kSTNbOnKmbn3ZZtfzQBcLYgBZwK.jpg,1975-01-23,150,Documentary,ja,,Noriaki Tsuchimoto,Ryutaro Takagi,,,"Noriaki Tsuchimoto,Keiko Ichihara","Koshiro Otsu,Masafumi Ichinose",,,,,
[Film106995],How Yukong Moved the Mountains,129666,/sthBq17M0ufUx3HQu3Drew1tyhH.jpg,1976-03-10,763,Documentary,fr,Joseph Losey,"Joris Ivens,Marceline Loridan-Ivens",,Alain Badiou,,"Joris Ivens,Marceline Loridan-Ivens",,,,,,
[Film10702],Primal Impulse,82362,/7ZLEhCHTrRomfaZL8S5HJR2xycE.jpg,1975-02-01,96,"Mystery,Thriller",it,"Florinda Bolkan,Peter McEnery,Nicoletta Elmi,Klaus Kinski,Lila Kedrova","Luigi Bazzoni,Mario Fanelli",Luciano Perugia,Luigi Bazzoni,,Roberto Perpignani,Vittorio Storaro,Nicola Piovani,,Pier Luigi Pizzi,Pier Luigi Pizzi,Giancarlo Del Brocco
[Film10705],Hotel Fear,,,,,,,,,,,,,,,,,,
[Film10710],Get Out Your Handkerchiefs,,,,,,,,,,,,,,,,,,
[Film10714],The Case of the Scorpion's Tail,16825,/n4UM3TqaWjyi3JVNHKOnx5pPRUj.jpg,1971-08-16,96,"Mystery,Thriller",it,"George Hilton,Anita Strindberg,Alberto de Mendoza,Ida Galli,Janine Reynaud",Sergio Martino,Luciano Martino,,,Eugenio Alabiso,,,Giorgio Bertolini,,,Mario Van Riel
[Film10716],The Psychic,606666,,1977-01-01,20,,en,,Derek Lamb,,,,,,,,,,
[Film10729],Amuck,64528,/4RHmaVuiePevU1RD1mjZ5AstadD.jpg,1972-03-21,98,"Mystery,Horror,Thriller",it,"Barbara Bouchet,Farley Granger,Rosalba Neri,Dino Mele,Umberto Raho",Silvio Amadio,Italo Zingarelli,,,Antonio Siciliano,,Teo Usuelli,Enzo Bulgarelli,,,Franco Schioppa
[Film10732],Death Smiles on a Murderer,5434,/g5gF3mmdrUxkVauBymlq1dmXB39.jpg,1973-07-11,88,Horror,it,"Ewa Aulin,Klaus Kinski,Luciano Rossi,Attilio Dottesio,Carla Mancini",Joe D'Amato,,,,"Piera Bruni,Gianfranco Simoncelli",Joe D'Amato,,,,"Claudio Bernabei,Tigano Lo Faro",Maria Grazia Nardi
[Film10737],The Pyjama Girl Case,61540,/lqS4W5DYPZKlSNqFr6FfRLXmq0V.jpg,1977-12-31,104,"Mystery,Thriller",it,"Ray Milland,Dalila Di Lazzaro,Michele Placido,Mel Ferrer,Howard Ross",Flavio Mogherini,,"Flavio Mogherini,Rafael Sánchez Campoy",,,,,,,,
[Film10790],Ryan's Daughter,38953,/c6PmqqdgnFxR6Ly4RUBodTvqbVp.jpg,1970-03-19,206,"Drama,Romance,History",en,"Robert Mitchum,Trevor Howard,Christopher Jones,John Mills,Leo McKern",David Lean,Anthony Havelock-Allan,,,Norman Savage,Freddie Young,,Roy Walker,,,
[Film10818],Lucifer Rising,36096,/8u8JJDTh5GWnKci3lciXZuyUgPQ.jpg,1974-04-10,29,"Fantasy,Horror",en,"Kenneth Anger,Bobby Beausoleil,Marianne Faithfull,Myriam Gibril,Jimmy Page",Kenneth Anger,,,,Kenneth Anger,,,,,,
[Film10869],The Great Ecstasy of Woodcarver Steiner,46595,/he7rn9rVFkaNFgsawS0KEMHX5DU.jpg,1974-01-01,44,Documentary,de,"Werner Herzog,Walter Steiner",Werner Herzog,,,,Beate Mainka-Jellinghaus,Jörg Schmidt-Reitwein,,,,,
[Film10871],The Go-Between,36194,/2PE9fSzvAJWD8g6mipHoeg6tVVa.jpg,1971-06-16,116,"Drama,Romance",en,"Julie Christie,Alan Bates,Edward Fox,Michael Redgrave,Dominic Guard",Joseph Losey,"John Heyman,Norman Priggen,Denis Johnson",,,Reginald Beck,Gerry Fisher,Michel Legrand,Carmen Dillon,,John Furniss,
[Film108755],LA Plays Itself,,,,,,,,,,,,,,,,,,
[Film10876],Death Bed: The Bed That Eats,45795,/s4ScOSYYa2rCdIvDpgUygGfRDMs.jpg,1977-10-26,77,"Horror,Comedy,Fantasy",en,"Demene E. Hall,William Russ,Julie Ritter,Linda Bond,Patrick Spence-Thomas",George Barry,George Barry,George Barry,,,Robert Fresco,,,,,
[Film1087],Sleuth,993,/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg,1972-12-10,138,"Mystery,Thriller,Crime",en,"Laurence Olivier,Michael Caine,Alec Cawthorne,John Matthews,Eve Channing",Joseph L. Mankiewicz,Morton Gottlieb,,,Richard Marden,Oswald Morris,John Addison,Peter Lamont,Ken Adam,John Furniss,Tom Smith
[Film1094],Enter the Dragon,9461,/zN7OOSARMLVzl9xJqkW2CcZ3xhY.jpg,1973-08-17,102,Action,en,"Bruce Lee,John Saxon,Jim Kelly,Sek Kin,Ahna Capri",Robert Clouse,"Bruce Lee,Fred Weintraub,Paul M. Heller",Michael Allin,,"Peter Cheung,Kurt Hirschler,George Watters",Gil Hubbs,Lalo Schifrin,Shen Chien,,Chu Sheng-Hsi,
[Film10982],Tourist Trap,13570,/9eSyt1LIKGEzKmdbD00uFTHtSnz.jpg,1979-03-16,90,Horror,en,"Chuck Connors,Jocelyn Jones,Jon Van Ness,Robin Sherwood,Tanya Roberts",David Schmoeller,J. Larry Carroll,"David Schmoeller,J. Larry Carroll",,Ted Nicolaou,Nicholas Josef von Sternberg,Pino Donaggio,Robert A. Burns,,,Ve Neill
[Film10987],Sorcerer,38985,/2b7oexm173SF1FSEq0DdgxZZNRH.jpg,1977-06-24,122,"Adventure,Thriller",en,"Roy Scheider,Bruno Cremer,Francisco Rabal,Amidou,Ramon Bieri",William Friedkin,William Friedkin,,Aaron Levy,"Robert K. Lambert,Bud S. Smith","Dick Bush,John M. Stephens","Christopher Franke,Edgar Froese",Roy Walker,John Box,Anthony Powell,"Ben Nye Jr.,Robert Norin,John Norin"
[Film1098],Live and Let Die,253,/yypEVnEzpDKrL6v5RBI3BfA8SVc.jpg,1973-07-05,121,"Adventure,Action,Thriller",en,"Roger Moore,Yaphet Kotto,Jane Seymour,Clifton James,Julius Harris",Guy Hamilton,"Albert R. Broccoli,Harry Saltzman",,,"Bert Bates,Raymond Poulton,John Shirley",Ted Moore,George Martin,"Stephen Hendrickson,Robert W. Laing,Peter Lamont",,Julie Harris,Paul Rabiger
[Film10996],The Margin,65935,/lglqEFrAYHcAi8s6FeNtRru8P5O.jpg,1976-09-22,88,Drama,fr,"Sylvia Kristel,Joe Dallesandro,André Falcon,Mireille Audibert,Denis Manuel",Walerian Borowczyk,,André Pieyre de Mandiargues,,Louisette Hautecoeur,Bernard Daillencourt,,,Jacques D'Ovidio,Marie-Françoise Perochon,Jacky Bouban
[Film10997],"I Love You, I Don't",4580,/45WJFrBw9fa5mN4YOWlnbylIu5.jpg,1976-03-10,90,Drama,fr,"Joe Dallesandro,Jane Birkin,Hugues Quester,Gérard Depardieu,Reinhard Kolldehoff",Serge Gainsbourg,"Claude Berri,Jacques-Eric Strauss",,,,Willy Kurant,Serge Gainsbourg,,,,
[Film11001],Immoral Tales,46581,/drpZwKnKoPpZ4PTag87hGXNVRt6.jpg,1973-11-01,103,"Drama,Romance",fr,"Lise Danvers,Fabrice Luchini,Charlotte Alexandra,Paloma Picasso,Pascale Christophe",Walerian Borowczyk,Anatole Dauman,,,Walerian Borowczyk,"Bernard Daillencourt,Noël Véry,Guy Durban,Michel Zolat",Maurice Le Roux,,Walerian Borowczyk,Piet Bolscher,
[Film1102],The Spy Who Loved Me,691,/3ZxHKFxMYvAko680DsRgAZKWcLi.jpg,1977-07-07,125,"Adventure,Action,Thriller",en,"Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,Caroline Munro",Lewis Gilbert,Albert R. Broccoli,,,John Glen,Claude Renoir,Marvin Hamlisch,Peter Lamont,Ken Adam,,Paul Engelen
[Film11051],Face to Face,631329,/kw3yfBufOBAfJEmumTrmFfUMmvg.jpg,1972-01-01,16,,en,,Vito Acconci,,,,,,,,,,
[Film11055],Women in Revolt,112234,/9hlI1Ij8MdgUcPpWfWzk3b50MVQ.jpg,1971-12-01,97,Drama,en,"Holly Woodlawn,Candy Darling,Jackie Curtis,Johnny Kemper,Geri Miller",Paul Morrissey,Andy Warhol,Paul Morrissey,,Paul Morrissey,"Andy Warhol,Jed Johnson",John Cale,,,,
[Film1107],The Man With the Golden Gun,,,,,,,,,,,,,,,,,,
[Film11092],Black Moon,27361,/9jjA9yK30Hm0sNcmuXJH5ZjQYkW.jpg,1975-09-24,101,"Fantasy,Horror,Mystery,Science Fiction",en,"Cathryn Harrison, Therese Giehse,Alexandra Stewart,Joe Dallesandro",Louis Malle,,Louis Malle,,Suzanne Baron,Sven Nykvist,,Ghislain Uhry,,,Rino Carboni
[Film11098],The Black Stallion,17264,/uZtNc31LR5Ik3ZVo2jxwOvhkNRC.jpg,1979-10-13,118,"Family,Adventure",en,"Kelly Reno,Mickey Rooney,Teri Garr,Clarence Muse,Hoyt Axton",Carroll Ballard,"Fred Roos,Tom Sternberg",,,Robert Dalva,Caleb Deschanel,,"Aurelio Crugnola,Earl G. Preston",,,
[Film11099],The Touch,,,,,,,,,,,,,,,,,,
[Film111065],The Little Mermaid,315606,/rYcVJX5kDEHZCmOcvvK6GnI3cTY.jpg,1974-01-01,26,Animation,en,Richard Chamberlain,Peter Sander,,,,,,,,,,
[Film111637],In the Beginning Was the End: The Truth About De-Evolution,471648,/wwPZ4ctg28gbKg3z3f0T42j39Y0.jpg,1976-10-01,10,,en,"Robert Mothersbaugh Sr.,Gerald V. Casale,Jim Mothersbaugh,Mark Mothersbaugh,Robert Mothersbaugh",Chuck Statler,,,,Dale Cooper,,,,,,
[Film11164],Orca: The Killer Whale,12707,/uSascD0pN3n5d6BlyFdce0hRVzz.jpg,1977-07-22,92,"Adventure,Horror",en,"Richard Harris,Charlotte Rampling,Will Sampson,Bo Derek,Keenan Wynn",Michael Anderson,Luciano Vincenzoni,,,"John Bloom,Ralph E. Winters,Marion Rothman","Ted Moore,J. Barry Herron",Ennio Morricone,,,,
[Film11230],The Butterfly Murders,44914,/ujLxCIGr8jM2CSOivYnFY9AJ6tG.jpg,1979-07-20,88,"Mystery,Fantasy,Thriller,Horror,Action",cn,"Lau Siu-Ming,Michelle Yim,Wong Shu-Tong,Qiqi Chen,Chiang Wang",Tsui Hark,"Ng See-Yuen,Ng See-Kin,Zhang Quan","Lam Chi-Ming,Fan Lin",,"David Wu,Huang Chih-Hsiung",Fan Chin-Yu,Frankie Chan Fan-Kei,,Kong Kuan-Kai,Kong Kuan-Kai,
[Film1123],Up in Smoke,11455,/lKXINU3ApbhFPQJ3pqgMzGPCYnH.jpg,1978-05-16,86,Comedy,en,"Cheech Marin,Tommy Chong,Strother Martin,Edie Adams,Harold Fong",Lou Adler,"Lou Adler,Lou Lombardo","Cheech Marin,Tommy Chong",,Scott Conrad,Gene Polito,,Leon Ericksen,,,Wes Dawn
[Film11251],General Idi Amin Dada: A Self Portrait,,,,,,,,,,,,,,,,,,
[Film11255],Fear of Fear,47239,/dgiLTM7Aff9q3AqEjtVxucG45kV.jpg,1975-07-08,88,"Drama,TV Movie",de,"Margit Carstensen,Ulrich Faulhaber,Brigitte Mira,Irm Hermann,Armin Meier",Rainer Werner Fassbinder,Peter Märthesheimer,Rainer Werner Fassbinder,,Liesgret Schmitt-Klink,Jürgen Jürges,Peer Raben,,,Gisela Röcken,"Almut Eggert,Gerd Schuberth"
[Film11297],Godzilla vs. Mechagodzilla,38582,/ai92jga3nzkeWdPIeZBo6vyhUj5.jpg,1974-03-20,84,"Action,Science Fiction",ja,"Masaaki Daimon,Kazuya Aoyama,Reiko Tajima,Akihiko Hirata,Hiroshi Koizumi",Jun Fukuda,Tomoyuki Tanaka,,,Michiko Ikeda,Yuzuru Aizawa,Masaru Satō,,Kazuo Satsuya,,
[Film112],Deep Red,20126,/wq7RxV5gMvgO0EKeWpNhegnpJBh.jpg,1975-03-07,127,"Horror,Mystery,Thriller",it,"David Hemmings,Daria Nicolodi,Gabriele Lavia,Macha Méril,Eros Pagni",Dario Argento,Salvatore Argento,Dario Argento,,Franco Fraticelli,Luigi Kuveiller,"Giorgio Gaslini,Goblin",,Giuseppe Bassan,Elena Mannini,Giovanni Morosi
[Film11321],Godzilla vs. Hedorah,39464,/lVhReB1i2bWkuvKyZ0YqyuKrj9C.jpg,1971-07-24,85,"Action,Science Fiction",ja,"Akira Yamanouchi,Toshie Kimura,Hiroyuki Kawase,Keiko Mari,Toshio Shiba",Yoshimitsu Banno,,"Takeshi Kimura,Yoshimitsu Banno",,Yoshitami Kuroiwa,Yôichi Manoda,Riichirô Manabe,,Yasuyuki Inoue,,
[Film11324],The Eiger Sanction,20187,/8654SvWhTdWQZ84C4NlidPqMBTB.jpg,1975-05-21,123,"Action,Adventure,Drama",en,"Clint Eastwood,George Kennedy,Vonetta McGee,Jack Cassidy,Heidi Brühl",Clint Eastwood,Robert Daley,,,Ferris Webster,Frank Stanley,John Williams,"Aurelio Crugnola,George C. Webb",,,Joe McKinney
[Film11329],Lips of Blood,29128,/KpdGQiCQfBUpGqMRZ9RvOtCYw.jpg,1975-05-17,88,"Horror,Mystery,Romance",fr,"Jean-Loup Philippe,Annie Belle,Natalie Perrey,Catherine Castel,Marie-Pierre Castel",Jean Rollin,Lionel Wallmann,"Jean Rollin,Jean-Loup Philippe",,Olivier Grégoire,Jean-François Robin,,,Alain Pitrel,,Eric Pierre
[Film113430],The Payoff,195411,/2k0p48ZkND1OrWDHKI7GXGFhv2b.jpg,1978-03-17,110,"Crime,Comedy",it,"Nino Manfredi,Ugo Tognazzi,Paolo Stoppa,Marisa Laurito,Imma Piro",Sergio Corbucci,"Aurelio De Laurentiis,Luigi De Laurentiis",Attilio Veraldi,,Amedeo Salfa,Luigi Kuveiller,Pino Daniele,,Giantito Burchiellaro,Bruna Parmesan,
[Film11394],The Man Who Left His Will on Film,104343,/x9Zm80FhJEH57yZ6t7S26KUuNJo.jpg,1970-06-27,94,"Drama,Mystery",ja,"Tomoyo Ōshima,Naomi Shiraishi,Kenji Shiiya,Kiyoko Tsuji,Kazuo Goto",Nagisa Ōshima,Taguchi Yamaguchi,,,,Tōichirō Narushima,,,,,
[Film11396],The Ceremony,94466,/poWXCP5Wh5c0SVtRXTidFVorwQ1.jpg,1971-05-18,123,Drama,ja,"Kenzō Kawarasaki,Atsuko Kaku,Nobuko Otowa,Kei Satō,Maki Takayama",Nagisa Ōshima,"Takuji Yamaguchi,Kinshirô Kuzui","Nagisa Ōshima,Mamoru Sasaki,Tsutomu Tamura",,Keiichi Uraoka,Tōichirō Narushima,Toru Takemitsu,,,,
[Film1139],MASH,651,/fzBLxDQO42kA6xdcyQ0qYueLuVC.jpg,1970-02-18,116,"Comedy,Drama,War",en,"Donald Sutherland,Elliott Gould,Tom Skerritt,Sally Kellerman,Robert Duvall",Robert Altman,"Ingo Preminger,Leon Ericksen",,"Bernard Freericks,John D. Stack",Danford B. Greene,Harold E. Stine,Johnny Mandel,"Jack Martin Smith,Arthur Lonergan",,,
[Film11402],"Throw Away Your Books, Rally in the Streets",104549,/2TW1nVMOKzly6q1eoAldfZ3HsP2.jpg,1971-04-24,137,Drama,ja,"Hideaki Sasaki,Masahiro Saito,Yukiko Kobayashi,Fudeko Tanaka,Sei Hiraizumi",Shūji Terayama,"Shūji Terayama,Eiko Kujo",Shūji Terayama,,Keiichi Uraoka,,,Seiichi Hayashi,,,
[Film11416],The Last Valley,42525,/hfLzD54hfESMnEfNXU0LhbrEIP.jpg,1971-01-28,128,"Action,History",en,"Michael Caine,Omar Sharif,Florinda Bolkan,Nigel Davenport,Per Oscarsson",James Clavell,James Clavell,James Clavell,,John Bloom,"John Wilcox,Norman Warwick",John Barry,Peter Mullins,,Yvonne Blake,"Alberto De Rossi,Wally Schneiderman"
[Film1149],The Long Goodbye,1847,/oBhUK54yBJ0aH6u9zCzSV5iV7OP.jpg,1973-03-07,112,"Crime,Mystery,Thriller",en,"Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,Henry Gibson",Robert Altman,"Elliott Kastner,Jerry Bick",,,Lou Lombardo,Vilmos Zsigmond,John Williams,,,"Kent James,Marjorie Wahl",Bill Miller
[Film11589],Inn of Evil,101740,/uEPlD1sxQP7656Q4HnavGhb7UNm.jpg,1971-09-11,121,"Crime,Drama",ja,"Tatsuya Nakadai,Komaki Kurihara,Wakako Sakai,Shigeru Kôyama,Kei Satō",Masaki Kobayashi,"Gin'ichi Kishimoto,Masayuki Satō,Hideyuki Shiino",,,Hisashi Sagara,,Toru Takemitsu,Hiroshi Mizutani,,,
[Film1162],Don't Look Now,931,/vIftm9VI0xhiIFEq7dV4YfpTvBb.jpg,1973-12-03,110,"Thriller,Drama,Horror",en,"Julie Christie,Donald Sutherland,Hilary Mason,Massimo Serato,Clelia Matania",Nicolas Roeg,Peter Katz,,,Graeme Clifford,Anthony B. Richmond,Pino Donaggio,Giovanni Soccol,,"Marit Allen,Andrea Galer",Giancarlo Del Brocco
[Film116493],Crash!,114013,/qKKtcrI4v4aXNxHR1XqodH6H0Ph.jpg,1976-12-24,89,Horror,en,"José Ferrer,Sue Lyon,John Ericson,Leslie Parrish,John Carradine",Charles Band,Charles Band,Marc Marais,,Harry Keramidas,"Andrew Davis,Bill Williams",Andrew Belling,Patrick McFadden,,,
[Film116686],Ways of Seeing,,,,,,,,,,,,,,,,,,
[Film11678],Pumping Iron,,,,,,,,,,,,,,,,,,
[Film1167],They Came From Within,27429,/oBn5SeA9J5xexybqqagggmRuJAR.jpg,1975-10-10,88,Horror,en,"Paul Hampton,Joe Silver,Lynn Lowry,Barbara Steele,Allan Kolman",David Cronenberg,Ivan Reitman,David Cronenberg,,Patrick Dodd,Robert Saad,,Erla Gliserman,,,Suzanne Garand
[Film1169],Rabid,29437,/jSiyTQZ9AdOOMiMS9gOfOddM78a.jpg,1977-04-08,91,"Horror,Science Fiction",en,"Marilyn Chambers,Frank Moore,Joe Silver,Howard Ryshpan,Patricia Gage",David Cronenberg,John Dunning,David Cronenberg,,Jean LaFleur,René Verzier,,Claude Marchand,,,
[Film1170],Serene Velocity,,,,,,,,,,,,,,,,,,
[Film1171],The Brood,28942,/zSEt4QXRI4Gypd9xvzvucOmPNl5.jpg,1979-05-25,92,"Horror,Science Fiction",en,"Oliver Reed,Samantha Eggar,Art Hindle,Henry Beckman,Nuala Fitzgerald",David Cronenberg,Claude Héroux,David Cronenberg,,Alan Collins,Mark Irwin,Howard Shore,Carol Spier,,,"Shonagh Jabour,Inge Klaudi"
[Film11724],"Man, Woman and Beast",104320,/8Y8K0FTxhdIVdQKO3ZgFEb33BaW.jpg,1977-01-01,100,Drama,it,"Maria Pia Luzi,Martial Boschero,Angela Doria,Macha Magall,Aldo Massasso",Alberto Cavallone,,Alberto Cavallone,,Alberto Cavallone,,Claudio Tallino,,Joseph Teichner,,Angelo Fava
[Film11755],The Last Waltz,13963,/2K7CFH0AIHnGrA4yQjPCoIB5CmQ.jpg,1978-05-01,117,"Documentary,Music",en,"Robbie Robertson,Rick Danko,Levon Helm,Richard Manuel,Garth Hudson",Martin Scorsese,"Robbie Robertson,Steven Prince,Joel Chernoff",,,"Jan Roblee,Yeu-Bun Yee",Michael Chapman,,,Boris Leven,,
[Film11764],The Devil's Playground,32122,/jb42HMgDSEu2t1IJoQMOAcsz9hq.jpg,1976-08-12,107,Drama,en,"Arthur Dignam,Nick Tate,Simon Burke,Charles McCallum,John Frawley",Fred Schepisi,Fred Schepisi,Fred Schepisi,,Brian Kavanagh,Ian Baker,,,,,Anne Popischil
[Film11768],The Chant of Jimmie Blacksmith,69069,/rbyEtX16Tk58WMeii5rVEfB1OUm.jpg,1978-06-21,113,"Crime,Drama,History",en,"Tom E. Lewis,Freddy Reynolds,Ray Barrett,Jack Thompson,Don Crosby",Fred Schepisi,Fred Schepisi,,,Brian Kavanagh,Ian Baker,Bruce Smeaton,,Wendy Dickson,Bruce Finlayson,
[Film11774],The Breach,4266,/jiX8v5NPmnxQvIPxb6aZp76UYeJ.jpg,1970-08-26,124,Thriller,fr,"Stéphane Audran,Jean-Pierre Cassel,Jean-Claude Drouot,Michel Bouquet,Michel Duchaussoy",Claude Chabrol,André Génovès,,,Jacques Gaillard,Jean Rabier,"Dominique Zardi,Pierre Jansen",,"Guy Littaye,Françoise Hardy",Dany Rayet,"Maud Begon,Louis Bonnemaison"
[Film11791],The Aristocats,10112,/bJW5x5gwG2pTMKTVpdMx0EhVWPZ.jpg,1970-12-24,78,"Animation,Comedy,Family,Adventure",en,"Phil Harris,Eva Gabor,Roddy Maude-Roxby,Sterling Holloway,Scatman Crothers",Wolfgang Reitherman,"Wolfgang Reitherman,Winston Hibler",,,Tom Acosta,Ken Anderson,George Bruns,,,,
